Age,Birth Place,Birthday,College,Current Status,Current Team,Experience,Height (inches),High School,High School Location,Name,Number,Player Id,Position,Weight (lbs),Years Played
,"Geneva , OH",4/28/1921,Case Western Reserve,Retired,,2 Seasons,69,,,Mickey Sanzotta,,mickeysanzotta/2524914,,188,1942 - 1946
28,,6/14/1988,Miami (Fla.),Retired,,2 Seasons,74,,,Tervaris Johnson,,tervarisjohnson/2507876,,248,2010 - 2011
,,3/9/1937,Bowling Green State,Retired,,1 Season,74,,,Larry Baker,,larrybaker/2508885,,240,1960 - 1960
53,"Tulsa , OK",12/12/1963,UCLA,Retired,,1 Season,77,,,Joe Goebel,,joegoebel/2514986,,264,1987 - 1987
,"Pocahontas , IA",2/20/1895,Marquette,Retired,,2 Seasons,74,,,Frank Linnan,,franklinnan/2519550,,202,1922 - 1926
27,"Centreville , AL",7/2/1989,Georgia,Active,Tennessee Titans,6th season,75,Bibb Co. HS,"Centreville, AL",Ben Jones,,benjones/2532883,C,308,
44,"Gainesville , FL",8/3/1972,Brigham Young,Retired,,1 Season,76,,,Ed Kehl,,edkehl/2501574,,310,2002 - 2002
28,,9/6/1988,Yale,Retired,,1 Season,78,,,Tom McCarthy,,tommccarthy/2530588,,252,2011 - 2011
,"Brentwood , PA",1/25/1928,Pittsburgh,Retired,,3 Seasons,74,,,George Radosevich,,georgeradosevich/2523684,,228,1954 - 1956
47,,12/19/1969,North Carolina A&T,Retired,,1 Season,74,,,Kevin Little,,kevinlittle/2501770,,251,1992 - 1992
,"Chicago , IL",3/19/1918,Illinois Wesleyan,Retired,,1 Season,74,,,Chet Wetterlund,,chetwetterlund/2528587,,185,1942 - 1942
,"Rockford , IL",1/23/1901,Notre Dame,Retired,,1 Season,70,,,Ray Marelli,,raymarelli/2520136,,190,1928 - 1928
30,"Eagle Springs , NC",12/12/1986,North Carolina,Unsigned free agent,Los Angeles Rams,8th season,76,North Moore HS,"Robbins, NC",Cam Thomas,92,camthomas/496865,DT,335,
26,"Detroit , MI",6/1/1991,Michigan State,Retired,,4 Seasons,68,,,Edwin Baker,,edwinbaker/2533540,,210,2012 - 2015
33,,6/9/1983,Syracuse,Retired,,0 Season,74,,,Steve Franklin,,stevefranklin/2506824,,302,2006 - 2006
35,"Miami , FL",7/31/1981,Miami (Fla.),Retired,,8 Seasons,77,,,Vernon Carey,,vernoncarey/2506079,,340,2004 - 2011
24,,5/19/1993,Texas-San Antonio,Retired,,1 Season,71,,,Triston Wade,,tristonwade/2553783,,185,2015 - 2015
,"Brooklyn , NY",10/24/1966,North Alabama,Retired,,11 Seasons,74,,,Shawn Lee,,shawnlee/2501722,,300,1988 - 1998
27,"Chicago , IL",7/19/1989,Notre Dame,Retired,,4 Seasons,74,,,Darius Fleming,,dariusfleming/2532840,,250,2012 - 2015
40,,11/16/1976,Indiana,Retired,,1 Season,76,,,Pita Elisara,,pitaelisara/2503941,,287,2003 - 2003
65,"Hogansville , GA",1/25/1952,Morris Brown,Retired,,9 Seasons,70,,,Alfred Jenkins,,alfredjenkins/2517478,,170,1975 - 1983
29,,10/30/1987,Kansas State,Retired,,1 Season,76,,,Jeffrey Fitzgerald,,jeffreyfitzgerald/2508032,,280,2010 - 2010
25,"Cleveland , OH",3/9/1992,Kentucky,Active,Tennessee Titans,4th season,73,Milan HS,TN,Avery Williamson,54,averywilliamson/2543597,ILB,246,
25,,5/11/1992,UCLA,Retired,,1 Season,73,,,Anthony Jefferson,,anthonyjefferson/2553543,,198,2015 - 2015
83,"Charleston , IL",2/12/1934,Eastern Illinois,Retired,,1 Season,72,,,Ray Fisher,,rayfisher/2514067,,230,1959 - 1959
54,"Billings , MT",2/26/1963,Montana State,Retired,,2 Seasons,73,,,Mark Fellows,,markfellows/2513924,,233,1985 - 1986
59,"Ahoskie , NC",5/17/1958,Winston-Salem State,Retired,,9 Seasons,73,,,Timmy Newsome,,timmynewsome/2522106,,232,1980 - 1988
,"Santa Barbara , CA",11/13/1939,Fresno State,Retired,,2 Seasons,75,,,Jan Barrett,,janbarrett/2509071,,230,1963 - 1964
63,"Waterloo , IA",11/28/1953,Iowa,Retired,,6 Seasons,75,,,Jim Jensen,,jimjensen/2517513,,230,1976 - 1982
,"Wood Co. , OK",9/29/1903,Phillips,Retired,,12 Seasons,72,,,Bill Owen,,billowen/2522606,,211,1925 - 1936
26,,2/23/1991,Notre Dame,Retired,,1 Season,69,,,Robby Toma,,robbytoma/2542263,,185,2013 - 2013
26,"Detroit Lakes , MN",8/22/1990,Minnesota State,Active,Minnesota Vikings,4th season,74,Detroit Lakes HS,MN,Adam Thielen,19,adamthielen/2541785,WR,200,
37,,10/7/1979,Ottawa (Kans.),Retired,,0 Season,70,,,Timon Marshall,,timonmarshall/2520213,,188,2007 - 2007
45,"Brundidge , AL",6/14/1971,Auburn,Retired,,12 Seasons,75,,,Fred Baxter,,fredbaxter/2499580,,268,1993 - 2004
33,,1/25/1984,Albany State (Ga.),Retired,,0 Season,73,,,Alton Pettway,,altonpettway/2523132,,272,2007 - 2007
57,"Norfolk , VA",6/24/1959,North Carolina State,Retired,,9 Seasons,75,,,Lin Dawson,,lindawson/2512660,,240,1981 - 1990
32,"Baton Rouge , LA",9/6/1984,Kansas State,Retired,,3 Seasons,71,,,James Johnson,,jamesjohnson/2507363,,197,2008 - 2011
27,"Rockford , OH",7/12/1989,Ohio U.,Retired,,2 Seasons,76,,,Jordan Thompson,,jordanthompson/2550075,,257,2014 - 2015
38,"Brooklyn , NY",4/4/1979,Bowling Green State,Retired,,8 Seasons,74,,,Khary Campbell,,kharycampbell/2504940,,224,2002 - 2009
,"Shreveport , LA",4/26/1940,Northwestern State-Louisiana,Retired,,1 Season,75,,,Jerry Fowler,,jerryfowler/2514301,,255,1964 - 1964
,"Pittsburgh , PA",12/13/1933,Dayton,Retired,,7 Seasons,75,,,Emil Karas,,emilkaras/2518140,,230,1959 - 1966
35,"Akron , OH",6/2/1982,Columbia,Retired,,5 Seasons,74,,,Steve Cargile,,stevecargile/2505770,,210,2004 - 2009
37,,5/7/1980,Louisiana-Lafayette,Retired,,1 Season,74,,,William Delahoussaye,,williamdelahoussaye/2505684,,242,2005 - 2005
,"Polo , IL",5/21/1915,Illinois Wesleyan,Retired,,1 Season,72,,,Dick Folk,,dickfolk/2514198,,200,1939 - 1939
,"Chicago , IL",4/7/1894,Northwestern,Retired,,7 Seasons,71,,,Bob Koehler,,bobkoehler/2518681,,185,1920 - 1926
28,"Sugar Land , TX",8/13/1988,Texas Christian,Active,Buffalo Bills,8th season,74,Stephen F. Austin HS,"Sugar Land, TX",Jerry Hughes,55,jerryhughes/496796,OLB,254,
2016,"Alpharetta , GA",6/29/0,Auburn,Active,Cincinnati Bengals,Rookie,74,Milton HS,"Milton, GA",Carl Lawson,,carllawson/2557901,LB,253,
51,"Summerville , SC",5/19/1966,Clemson,Retired,,8 Seasons,76,,,Keith Jennings,,keithjennings/2501393,,275,1989 - 1997
,"Claremont , IL",10/23/1904,Chicago,Retired,,1 Season,71,,,Graham Kernwein,,grahamkernwein/2518371,,175,1926 - 1926
35,,6/7/1982,Stillman,Retired,,1 Season,71,,,James Patrick,,jamespatrick/2506309,,175,2006 - 2006
29,"Alexandria , LA",9/17/1987,Alcorn State,Retired,,2 Seasons,74,,,Emmanuel Arceneaux,,emmanuelarceneaux/2508099,,215,2011 - 2012
53,"Stockton , CA",7/4/1963,Cal Poly-S.L.O.,Retired,,1 Season,76,,,Sal Cesario,,salcesario/2511316,,255,1987 - 1987
54,"Pueblo , CO",2/22/1963,Idaho,Retired,,1 Season,77,,,Joe Taibi,,joetaibi/2526985,,265,1987 - 1987
,"Medford , MA",5/1/1935,Boston U.,Retired,,1 Season,72,,,Bob Marques,,bobmarques/2520177,,220,1960 - 1960
44,American Samoa,9/16/1972,Washington State,Retired,,4 Seasons,75,,,Don Sasa,,donsasa/2502836,,303,1995 - 1998
28,"Albany , GA",3/29/1989,Auburn,Retired,,2 Seasons,78,,,Lee Ziemba,,leeziemba/2508141,,313,2011 - 2013
52,"Anchorage , AK",2/12/1965,Georgia Tech,Retired,,4 Seasons,69,,,Sammy Lilly,,sammylilly/2519511,,172,1989 - 1992
25,"Minneapolis , MN",1/21/1992,Miami (Fla.),Active,Buffalo Bills,4th season,79,Cretin-Derham Hall HS,MN,Seantrel Henderson,66,seantrelhenderson/2543730,T,331,
78,"St. Louis , MO",11/26/1938,Purdue,Retired,,5 Seasons,74,,,Harold Wells,,haroldwells/2528507,,220,1965 - 1969
,"Novice , TX",1/30/1918,Hardin-Simmons,Retired,,1 Season,75,,,Dave Parker,,daveparker/2522735,,200,1941 - 1941
,"Birmingham , AL",10/7/1907,Auburn,Retired,,1 Season,74,,,Erk Taylor,,erktaylor/2527080,,210,1931 - 1931
36,"Cedar Rapids , IA",3/1/1981,Ohio State,Retired,,2 Seasons,73,,,Anthony Schlegel,,anthonyschlegel/2506904,,251,2006 - 2007
33,"Georgetown , SC",8/11/1983,Georgia,Retired,,11 Seasons,75,,,Robert Geathers,,robertgeathers/2506056,,286,2004 - 2014
,"West Point , MS",12/1/1938,Mississippi State,Retired,,9 Seasons,75,,,Tom Goode,,tomgoode/2515051,,245,1962 - 1970
59,"Greenville , NC",3/5/1958,North Carolina,Retired,,1 Season,74,,,Doug Paschal,,dougpaschal/2522810,,217,1980 - 1980
42,"Wichita Falls , TX",1/21/1975,Nebraska,Retired,,1 Season,73,,,Aaron Taylor,,aarontaylor/2503250,,320,1998 - 1998
23,,12/14/1993,Pittsburgh,Active,New York Giants,Rookie,78,Fox Chapel HS,"Pittsburgh, PA",Adam Bisnowaty,,adambisnowaty/2557834,OT,307,
,"Dewalt , TX",1/18/1936,Prairie View A&M,Retired,,4 Seasons,75,,,Bo Farrington,,bofarrington/2513856,,217,1960 - 1963
27,"Deleon , TX",7/25/1989,Texas,Retired,,1 Season,73,,,Blake Gideon,,blakegideon/2534856,,205,2012 - 2012
31,"Cincinnati , OH",3/10/1986,Cincinnati,Retired,,2 Seasons,78,,,Tony Pike,,tonypike/497125,,222,2010 - 2011
30,,11/7/1986,Minnesota-Duluth,Retired,,1 Season,71,,,Isaac Odim,,isaacodim/2530792,,210,2011 - 2011
26,"Fresno , CA",9/13/1990,Arizona,Active,Pittsburgh Steelers,6th season,71,Edison HS,"Fresno, CA",Robert Golden,21,robertgolden/2534822,SS,202,
33,"Kingwood , TX",2/1/1984,Indiana,Retired,,0 Season,72,,,Kyle Killion,,kylekillion/2518439,,224,2006 - 2006
47,"Dumas , AR",12/12/1969,Kansas,Retired,,4 Seasons,71,,,Doug Terry,,dougterry/2503280,,204,1992 - 1995
25,"Richmond , VA",10/9/1991,Virginia,Active,Minnesota Vikings,3rd season,73,Lloyd C. Bird HS,"Chesterfield, VA",Anthony Harris,41,anthonyharris/2553655,FS,192,
22,,11/21/1994,USC,Active,Kansas City Chiefs,Rookie,74,Armwood HS,"Seffner, FL",Leon III McQuay,,leonmcquayiii/2558859,SAF,185,
33,"Garland , TX",8/9/1983,Notre Dame,Retired,,1 Season,78,,,Travis Leitko,,travisleitko/2507107,,273,2007 - 2007
,"Harrisville , WV",7/26/1920,Marshall,Retired,,4 Seasons,71,,,Jim Pearcy,,jimpearcy/2522923,,210,1946 - 1949
55,"Waynoka , OK",5/17/1962,Oklahoma,Retired,,12 Seasons,73,,,Scott Case,,scottcase/2500025,,188,1984 - 1995
36,"Augusta , GA",7/2/1980,Georgia,Retired,,7 Seasons,73,,,Kendrell Bell,,kendrellbell/2504576,,245,2001 - 2007
85,"Sacramento , CA",6/14/1931,Villanova,Retired,,2 Seasons,71,,,Gene Filipski,,genefilipski/2514021,,185,1956 - 1957
26,"Marrero , LA",4/27/1991,LSU,Active,Houston Texans,4th season,74,Hahnville HS,"Boutte, LA",Alfred Blue,28,alfredblue/2543600,RB,225,
40,"Passaic , NJ",8/1/1976,North Carolina State,Retired,,4 Seasons,72,,,Jason Perry,,jasonperry/2502449,,200,1999 - 2002
55,"Newport News , VA",3/8/1962,Ohio State,Retired,,12 Seasons,71,,,Shaun Gayle,,shaungayle/2500780,,202,1984 - 1995
27,,8/21/1989,Marshall,Retired,,1 Season,75,,,Delvin Johnson,,delvinjohnson/2535596,,324,2012 - 2012
38,"Waco , TX",1/17/1979,Midwestern State,Retired,,10 Seasons,69,,,Dominic Rhodes,,dominicrhodes/2504378,,203,2001 - 2010
27,"Richmond , VA",7/14/1989,Clemson,Active,Miami Dolphins,6th season,77,Varina HS,"Richmond, VA",Andre Branch,50,andrebranch/2532801,DE,263,
,"Janesville , MN",7/29/1901,Creighton,Retired,,1 Season,71,,,Chuck Gayer,,chuckgayer/2514728,,205,1926 - 1926
33,"Grand Rapids , MI",1/21/1984,Michigan,Unsigned free agent,New York Jets,11th season,74,Ottawa Hills HS,"Grand Rapids, MI",David Harris,52,davidharris/2495621,MLB,250,
24,,10/11/1992,South Carolina,Active,Buffalo Bills,Rookie,75,,,Marquavius Lewis,,marquaviuslewis/2559207,DT,270,
67,"Anniston , AL",3/2/1950,Florida,Retired,,10 Seasons,75,,,John Reaves,,johnreaves/2523820,,210,1972 - 1987
77,"Derby , CT",2/4/1940,Southern Connecticut State,Retired,,2 Seasons,75,,,Nick DeFelice,,nickdefelice/2512715,,250,1965 - 1966
,"Miami , FL",5/9/1944,Tennessee State,Retired,,2 Seasons,73,,,Mack Lamb,,macklamb/2519000,,188,1967 - 1968
31,,5/1/1986,West Texas A&M,Retired,,1 Season,70,,,Cort Johnson,,cortjohnson/2508026,,195,2010 - 2010
,"Mingo Junction , OH",4/24/1912,Duquesne,Retired,,4 Seasons,70,,,George Kakasic,,georgekakasic/2518097,,200,1936 - 1939
62,"Commerce , GA",4/4/1955,East Tennessee State,Retired,,2 Seasons,73,,,Dennis Law,,dennislaw/2519171,,179,1978 - 1979
27,"Muskogee , OK",1/17/1990,Oklahoma,Active,Washington Redskins,5th season,75,Muskogee HS,OK,Stacy McGee,,stacymcgee/2539285,DT,310,
,"Waukesha , WI",12/10/1918,Alabama,Retired,,5 Seasons,73,,,Chuck DeShane,,chuckdeshane/2512839,,212,1945 - 1949
49,"Pine Bluff , AR",1/4/1968,Louisiana-Monroe,Retired,,12 Seasons,76,,,Jackie Harris,,jackieharris/2501042,,250,1990 - 2001
33,"Goldthwaite , TX",7/7/1983,Rice,Retired,,1 Season,74,,,Jeremy Calahan,,jeremycalahan/2506162,,300,2005 - 2006
33,,8/4/1983,Pikeville,Retired,,1 Season,73,,,E.J. Underwood,,e.j.underwood/2506643,,185,2006 - 2007
,"Shenandoah , PA",11/9/1898,No College,Retired,,7 Seasons,72,,,Frank Racis,,frankracis/2523671,,200,1925 - 1931
,"Alliance , OH",4/2/1922,Iowa,Retired,,1 Season,75,,,Forrest Masterson,,forrestmasterson/2520309,,246,1945 - 1945
68,"Le Mars , IA",11/28/1948,Central Coll. (Iowa),Retired,,12 Seasons,78,,,Vern Den Herder,,verndenherder/2512787,,250,1971 - 1982
42,,12/23/1974,Rowan,Retired,,1 Season,76,,,Tim Watson,,timwatson/2504137,,290,2000 - 2000
47,"El Centro , CA",1/2/1970,Houston,Retired,,11 Seasons,74,,,Glenn Cadrez,,glenncadrez/2499961,,247,1992 - 2002
25,,1/28/1992,Cincinnati,Retired,,1 Season,78,,,Eric Lefeld,,ericlefeld/2553757,,310,2015 - 2015
35,"Minneapolis , MN",6/30/1981,Minnesota,Retired,,5 Seasons,78,,,Ben Utecht,,benutecht/2505837,,245,2004 - 2009
52,"Queens , NY",6/29/1964,Baylor,Retired,,3 Seasons,75,,,John Adickes,,johnadickes/2508242,,264,1987 - 1989
,,,No College,Retired,,1 Season,,,,Dick Deer Slayer,,dickdeerslayer/2512710,,190,1922 - 1922
39,"Norfolk , MA",4/6/1978,Boston College,Retired,,6 Seasons,73,,,Tim Hasselbeck,,timhasselbeck/2504361,,214,2002 - 2007
,"West Hazleton , PA",3/15/1915,Duquesne,Retired,,5 Seasons,72,,,George Platukis,,georgeplatukis/2523309,,196,1938 - 1942
61,"Milledgeville , GA",2/14/1956,Georgia Tech,Retired,,10 Seasons,74,,,Lucius Sanford,,luciussanford/2524902,,216,1978 - 1987
56,"Pensacola , FL",3/21/1961,Florida State,Retired,,6 Seasons,78,,,Weegie Thompson,,weegiethompson/2527374,,212,1984 - 1989
39,"Miami , FL",8/27/1977,Utah State,Retired,,4 Seasons,72,,,Johndale Carty,,johndalecarty/2500022,,196,1999 - 2002
26,"Miami , FL",3/23/1991,Florida Atlantic,Active,New York Jets,3rd season,76,North Miami Senior HS,FL,Randell Johnson,49,randelljohnson/2549915,OLB,245,
23,"Arlington , TX",11/7/1993,Oklahoma State,Active,Green Bay Packers,Rookie,72,,,Lenzy Pipkins,,lenzypipkins/2558988,CB,201,
23,,5/19/1994,Appalachian State,Active,Jacksonville Jaguars,Rookie,75,,,Parker Collins,,parkercollins/2559154,C,291,
,"Harvey , ND",10/19/1907,Augsburg,Retired,,3 Seasons,69,,,Jim Pederson,,jimpederson/2522948,,189,1930 - 1932
75,"Muncie , IN",2/15/1942,Wisconsin,Retired,,8 Seasons,70,,,Jim Nettles,,jimnettles/2522069,,177,1965 - 1972
30,"Cincinnati , OH",3/19/1987,Boston College,Retired,,4 Seasons,76,,,Matt Tennant,,matttennant/497054,,295,2010 - 2013
35,"Los Angeles , CA",7/5/1981,California,Retired,,2 Seasons,74,,,Ryan Riddle,,ryanriddle/2506545,,255,2005 - 2007
29,"Folkston , GA",12/4/1987,Purdue,Retired,,2 Seasons,72,,,David Pender,,davidpender/494295,,180,2010 - 2011
71,"Lockhart , TX",11/1/1945,Texas Southern,Retired,,8 Seasons,74,,,Willie Ellison,,willieellison/2513595,,210,1967 - 1974
79,"Pittsburgh , PA",1/11/1938,Indiana,Retired,,7 Seasons,71,,,Charlie Scales,,charliescales/2524976,,210,1960 - 1966
40,"Montgomery , AL",1/12/1977,Auburn,Retired,,7 Seasons,76,,,Jeno James,,jenojames/2504135,,320,2000 - 2006
28,,12/27/1988,Assumption,Retired,,1 Season,74,,,Nick Haag,,nickhaag/2554433,,250,2015 - 2015
66,"Columbus , OH",8/26/1950,West Virginia,Retired,,1 Season,71,,,Leon Jenkins,,leonjenkins/2517491,,165,1972 - 1972
45,"Los Angeles , CA",11/27/1971,Sonoma State,Retired,,15 Seasons,75,,,Larry Allen,,larryallen/2499398,,325,1994 - 2008
63,"Hackensack , NJ",12/26/1953,Kansas,Retired,,7 Seasons,76,,,Dave Scott,,davescott/2525177,,276,1976 - 1982
,"Orillia , WA",12/1/1902,USC,Retired,,9 Seasons,72,,,Red Badgro,,redbadgro/2508814,,191,1927 - 1936
67,"Town Creek , AL",8/11/1949,Alcorn State,Retired,,5 Seasons,77,,,Bob Penchion,,bobpenchion/2522971,,265,1972 - 1976
36,"Long Beach , CA",3/25/1981,Oregon,Retired,,6 Seasons,71,,,Samie Parker,,samieparker/2505953,,185,2004 - 2009
37,"Miami , FL",5/8/1980,Delaware State,Retired,,9 Seasons,76,,,Jamaal Jackson,,jamaaljackson/2505276,,325,2003 - 2011
42,Kolofo'ou Tonga,4/3/1975,Colorado,Retired,,1 Season,74,,,Vili Maumau,,vilimaumau/2501916,,302,1999 - 1999
53,,11/20/1963,Murray State,Retired,,1 Season,72,,,Jim Yarbrough,,jimyarbrough/2529494,,195,1987 - 1987
34,"Dayton , OH",6/17/1982,Ohio State,Retired,,12 Seasons,73,,,Will Allen,,willallen/2506088,,202,2004 - 2015
28,"St. Paul , MN",12/11/1988,Wisconsin,Retired,,3 Seasons,70,,,David Gilreath,,davidgilreath/2530957,,169,2011 - 2014
72,"Sedalia , MO",6/24/1944,Ohio State,Retired,,13 Seasons,75,,,Doug Van Horn,,dougvanhorn/2527871,,245,1966 - 1979
25,"Eagan , MN",9/13/1991,South Dakota,Active,Detroit Lions,3rd season,71,Eagan HS,MN,Zach Zenner,34,zachzenner/2553631,FB,221,
26,"Landover , MD",7/16/1990,Syracuse,Retired,,1 Season,67,,,Antwon Bailey,,antwonbailey/2534864,,195,2012 - 2012
24,"West Palm Beach , FL",12/11/1992,North Carolina State,Active,New England Patriots,2nd season,76,William T. Dwyer HS,"Palm Beach Gardens, FL",Jacoby Brissett,7,jacobybrissett/2555261,QB,235,
,"Ottawa , OH",9/30/1918,Southern Mississippi,Retired,,4 Seasons,70,,,Art Van Tone,,artvantone/2527890,,185,1943 - 1946
30,"Rochester , CA",1/5/1987,Midwestern State,Retired,,2 Seasons,77,,,J.J. Unga,,j.j.unga/2541759,,320,2013 - 2014
36,Iwakuni Japan,7/2/1980,Appalachian State,Retired,,1 Season,73,,,Justin Seaverns,,justinseaverns/2504889,,227,2002 - 2002
37,"Pontiac , MI",4/9/1980,Kentucky,Retired,,5 Seasons,75,,,Glenn Pakulak,,glennpakulak/2505375,,220,2006 - 2011
29,,12/16/1987,Michigan,Retired,,1 Season,77,,,Greg Banks,,gregbanks/2531212,,260,2011 - 2011
21,"Arlington , TX",12/29/1995,Texas A&M,Active,Cleveland Browns,Rookie,78,Martin HS,"Arlington, TX",Myles Garrett,,mylesgarrett/2557965,DE,270,
40,"Summerville , SC",9/2/1976,North Carolina State,Retired,,2 Seasons,77,,,Ian Rafferty,,ianrafferty/2502576,,300,1999 - 2001
49,"Sacramento , CA",9/17/1967,Central Oklahoma,Retired,,5 Seasons,74,,,Derek Ware,,derekware/2503538,,251,1992 - 1996
,"Montreal , Quebec",5/10/1917,Boston College,Retired,,5 Seasons,71,,,Charlie O'Rourke,,charlieo'rourke/2522543,,175,1942 - 1949
29,,6/30/1987,Mars Hill,Retired,,1 Season,75,,,P.J. Gore,,p.j.gore/2530580,,180,2011 - 2011
61,"Beaufort , SC",12/9/1955,San Jose State,Retired,,3 Seasons,69,,,M.L. Carter,,m.l.carter/2511200,,173,1979 - 1981
34,"Columbus , GA",4/29/1983,Vanderbilt,Unsigned free agent,Chicago Bears,12th season,75,Heritage HS,"Lincoln City, IN",Jay Cutler,6,jaycutler/2495824,QB,231,
33,,12/28/1983,Troy,Retired,,0 Season,76,,,Thomas Olmsted,,thomasolmsted/2522465,,214,2006 - 2006
37,"Shelby , NC",1/25/1980,The Citadel,Retired,,3 Seasons,77,,,Cliff Washburn,,cliffwashburn/2505284,,315,2007 - 2009
25,"Douglas , GA",11/14/1991,Marshall,Retired,,1 Season,77,,,Garrett Scott,,garrettscott/2550148,,294,2014 - 2014
,"Mccook , IL",4/28/1918,Wisconsin,Retired,,1 Season,72,,,George Paskvan,,georgepaskvan/2522815,,190,1941 - 1941
,"Maynard , MN",3/10/1899,Washington & Jefferson,Retired,,8 Seasons,69,,,Hal Erickson,,halerickson/2513677,,193,1923 - 1930
,"Belmont , PA",7/9/1921,Notre Dame,Retired,,1 Season,70,,,George Tobin,,georgetobin/2527477,,205,1947 - 1947
,"Lincoln Co. , GA",11/21/1905,Georgia,Retired,,7 Seasons,75,,,Tom Nash,,tomnash/2521960,,208,1928 - 1934
28,,11/20/1988,Sacramento State,Retired,,1 Season,76,,,Chase Deadder,,chasedeadder/2535509,,224,2012 - 2012
27,"Fayetteville , NC",2/24/1990,Clemson,Active,New England Patriots,6th season,75,Terry Sanford HS,"Fayetteville, NC",Dwayne Allen,83,dwayneallen/2533046,TE,265,
,"Marquette , MI",6/9/1922,Michigan,Retired,,1 Season,75,,,Robert Derleth,,robertderleth/2512829,,230,1947 - 1947
54,,6/15/1962,Louisville,Retired,,1 Season,78,,,Pete McCartney,,petemccartney/2520531,,260,1987 - 1987
31,"Sicklerville , NJ",1/28/1986,Temple,Retired,,0 Season,72,,,Bruce Francis,,brucefrancis/2514326,,181,2009 - 2009
60,"Seattle , WA",3/30/1957,Utah State,Retired,,1 Season,76,,,Mike Perko,,mikeperko/2523026,,235,1982 - 1982
46,"Mcnair , TX",9/8/1970,North Texas,Retired,,4 Seasons,70,,,Tomur Barnes,,tomurbarnes/2499547,,188,1994 - 1997
41,Capetown South Africa,12/16/1975,Washington,Retired,,8 Seasons,72,,,Jerome Pathon,,jeromepathon/2502417,,195,1998 - 2006
32,"Van Nuys , CA",8/9/1984,Oregon State,Active,Miami Dolphins,10th season,75,William S. Hart HS,"Newhall, CA",Matt Moore,8,mattmoore/2507282,QB,225,
23,"Washington , DC",1/6/1994,Florida State,Active,Chicago Bears,3rd season,76,Friendship Collegiate Acad. HS,"Washington, DC",Eddie Goldman,91,eddiegoldman/2552489,NT,320,
43,"Delray Beach , FL",3/25/1974,Maryland,Retired,,10 Seasons,77,,,Al Wallace,,alwallace/2503515,,275,1997 - 2007
55,"San Diego , CA",3/15/1962,San Diego State,Retired,,2 Seasons,74,,,Mike Waters,,mikewaters/2528331,,228,1986 - 1987
30,"Canton , OH",11/22/1986,Ohio State,Retired,,7 Seasons,74,,,Brian Hartline,,brianhartline/81831,,200,2009 - 2015
28,"Cincinnati , OH",2/18/1989,Florida State,Active,San Francisco 49ers,5th season,76,Taft HS,"Cincinnati, OH",Tank Carradine,95,tankcarradine/2539224,LB,295,
21,,8/8/1995,Northwestern,Active,Indianapolis Colts,Rookie,73,Monsignor Edward Pace HS,"Miami Gardens, FL",Anthony Walker,,anthonywalker/2558851,LB,245,
66,"Franklin , PA",3/24/1951,Tabor,Retired,,8 Seasons,70,,,Rolland Lawrence,,rollandlawrence/2519185,,179,1973 - 1980
28,"Long Island , NY",2/7/1989,Louisiana-Lafayette,Retired,,1 Season,77,,,Cordian Hagans,,cordianhagans/2541710,,280,2013 - 2013
28,"San Antonio , TX",6/28/1988,Texas,Retired,,1 Season,72,,,Hunter Lawrence,,hunterlawrence/2507949,,187,2010 - 2010
39,"San Francisco , CA",4/18/1978,Washington,Retired,,2 Seasons,77,,,Jabari Issa,,jabariissa/2504134,,300,2000 - 2001
40,"Iowa Falls , IA",6/11/1976,Iowa,Retired,,11 Seasons,76,,,Jared DeVries,,jareddevries/2500382,,275,1999 - 2010
,"Muskegon , MI",5/5/1897,Syracuse,Retired,,2 Seasons,70,,,Will Anderson,,willanderson/2508536,,173,1923 - 1924
22,,2/8/1995,Oregon,Active,Tennessee Titans,Rookie,75,,,Johnny Ragin,,johnnyragin/2559348,LB,225,
